timestamp,origem,destino
2025-04-01 21:25:06,6334,2675
2025-04-01 22:49:57,2111,6046
2025-04-04 16:16:14,6019,1639
2025-04-04 17:47:34,1400,4642
2025-04-05 09:33:43,8725,4337
2025-04-06 15:49:09,4643,4420
2025-04-06 19:50:24,4869,4114
2025-04-08 21:30:43,6420,4818
2025-04-09 03:34:57,5687,271
2025-04-09 16:21:12,675,7448
2025-04-09 19:36:47,5124,5289
2025-04-10 07:53:36,2941,1471
2025-04-11 15:28:28,2452,1641
2025-04-14 14:42:06,7561,5480
2025-04-15 15:54:41,8930,3547
2025-04-16 09:11:00,4074,3872
2025-04-17 02:56:59,2424,3720
2025-04-18 01:35:08,3890,964
2025-04-18 03:19:20,7896,1597
2025-04-19 12:42:07,6541,7937
2025-04-20 08:25:17,8003,6427
2025-04-20 09:12:21,1183,2954
2025-04-21 01:35:18,5972,1037
2025-04-21 03:49:57,5141,2927
2025-04-21 10:19:57,4607,2257
2025-04-21 18:34:29,2560,8366
2025-04-22 20:34:10,4517,2768
2025-04-23 20:03:07,7975,8309
2025-04-24 01:09:34,7428,6783
2025-04-24 04:17:58,1852,4638
2025-04-25 04:53:31,8340,3378
2025-04-25 13:06:45,1567,4650
2025-04-26 17:17:28,4225,7672
2025-04-26 20:50:23,4758,1131
2025-04-28 06:26:31,4479,6485
2025-04-28 06:38:59,5360,7025
2025-04-28 08:45:35,1545,8503
2025-04-28 09:20:29,3920,3477
2025-04-28 23:12:34,6241,8815
2025-04-29 00:52:49,2136,3363
2025-04-29 08:46:29,2202,6841
2025-04-29 13:27:50,2432,7682
2025-04-29 20:01:41,3673,6414
2025-04-30 08:09:40,3862,1571
2025-04-30 08:20:33,1011,1747
2025-04-30 08:30:34,4225,5345
2025-04-30 09:52:58,5947,6885
2025-05-01 03:36:39,4165,5956
2025-05-02 13:47:47,4460,2143
2025-05-03 05:23:37,5440,3414
2025-05-03 08:20:27,5199,6212
2025-05-03 10:24:41,1870,7667
2025-05-03 21:54:36,4653,8259
2025-05-04 13:29:40,2629,5203
2025-05-05 00:16:59,2332,6186
2025-05-05 01:02:24,6507,759
2025-05-05 15:39:58,8947,1931
2025-05-05 20:48:15,3871,4271
2025-05-06 03:42:52,6119,8714
2025-05-06 07:15:13,6542,8516
2025-05-06 12:32:26,8322,7632
2025-05-07 03:10:47,2986,8678
2025-05-07 17:53:53,5230,8548
2025-05-08 00:36:56,1365,1466
2025-05-08 02:48:11,6532,671
2025-05-08 22:27:30,53,4191
2025-05-08 22:30:48,1577,8419
2025-05-09 02:16:41,1345,4922
2025-05-10 14:41:46,4885,580
2025-05-12 05:34:52,1550,7302
2025-05-13 15:43:12,2066,3828
2025-05-15 07:24:38,1386,1390
2025-05-15 11:12:22,5736,5144
2025-05-15 17:45:03,7996,7388
2025-05-16 10:03:16,5083,5024
2025-05-17 07:00:23,7231,1312
2025-05-17 09:51:06,6210,5660
2025-05-20 20:25:56,2062,6536
2025-05-22 20:54:29,807,1818
2025-05-23 02:41:07,7074,7505
2025-05-24 08:25:11,1898,7350
2025-05-24 10:38:32,8743,1261
2025-05-25 09:01:31,1518,7558
2025-05-25 19:36:20,2420,8054
2025-05-27 08:14:39,233,5428
2025-05-28 18:44:43,4356,592
2025-05-29 10:39:41,4576,8956
2025-05-29 12:52:26,5846,5743
2025-05-30 08:03:13,603,3750
2025-05-30 12:40:02,1914,4104
2025-05-31 08:17:52,576,3179
2025-05-31 14:53:02,1239,6676
2025-05-31 14:54:02,6203,4655
2025-05-31 15:01:02,6203,4655
2025-05-31 15:02:02,6203,4655
2025-05-31 15:11:02,6203,4655
2025-05-31 15:16:02,6203,4655
2025-05-31 15:23:02,6203,4655
2025-05-31 15:31:02,6203,4655
2025-05-31 15:34:02,6203,4655
2025-05-31 15:44:02,6203,4655
2025-05-31 15:46:02,6203,4655
2025-05-31 15:50:02,723,4884
2025-05-31 15:52:02,723,4884
2025-05-31 15:59:02,723,4884
2025-05-31 16:07:02,723,4884
2025-05-31 16:12:02,723,4884
2025-05-31 16:17:02,723,4884
2025-05-31 16:26:02,723,4884
2025-05-31 16:31:02,723,4884
2025-05-31 16:35:02,723,4884
2025-05-31 16:44:02,723,4884
2025-05-31 16:52:02,9103,9914
2025-05-31 16:55:02,9103,9914
2025-05-31 17:01:02,9103,9914
2025-05-31 17:10:02,9103,9914
2025-05-31 17:16:02,9103,9914
2025-05-31 17:22:02,9103,9914
2025-05-31 17:30:02,9103,9914
2025-05-31 17:33:02,9103,9914
2025-05-31 17:42:02,9103,9914
2025-05-31 17:44:02,9103,9914
2025-05-31 17:49:02,2951,6811
2025-05-31 17:51:02,2951,6811
2025-05-31 17:58:02,2951,6811
2025-05-31 18:08:02,2951,6811
2025-05-31 18:12:02,2951,6811
2025-05-31 18:20:02,2951,6811
2025-05-31 18:21:02,2951,6811
2025-05-31 18:29:02,2951,6811
2025-05-31 18:32:02,2951,6811
2025-05-31 18:35:02,2951,6811
2025-05-31 18:37:02,7592,9645
2025-05-31 18:45:02,7592,9645
2025-05-31 18:47:02,7592,9645
2025-05-31 18:50:02,7592,9645
2025-05-31 18:55:02,7592,9645
2025-05-31 19:01:02,7592,9645
2025-05-31 19:08:02,7592,9645
2025-05-31 19:17:02,7592,9645
2025-05-31 19:25:02,7592,9645
2025-05-31 19:27:02,7592,9645
