400,58000,0.04689788818359375
450,58000,0.04382443428039551
500,58000,0.045562744140625
550,58000,0.04453778266906738
600,58000,0.09015226364135742
650,58000,0.08659577369689941
700,58000,0.04053521156311035
750,58000,0.04101920127868652
800,58000,0.044042348861694336
850,58000,0.042517900466918945
900,58000,0.040131330490112305
950,58000,0.04003143310546875
400,60000,0.04159069061279297
450,60000,0.0415952205657959
500,60000,0.04309248924255371
550,60000,0.046543121337890625
600,60000,0.04203224182128906
650,60000,0.04157876968383789
700,60000,0.04102182388305664
750,60000,0.042552947998046875
800,60000,0.045500755310058594
850,60000,0.04286789894104004
900,60000,0.04153251647949219
950,60000,0.04102730751037598
400,62000,0.04454803466796875
450,62000,0.04700016975402832
500,62000,0.046000003814697266
550,62000,0.043000221252441406
600,62000,0.043001413345336914
650,62000,0.0429987907409668
700,62000,0.045000553131103516
750,62000,0.04904651641845703
800,62000,0.042998313903808594
850,62000,0.04299759864807129
900,62000,0.044001102447509766
950,62000,0.04500007629394531
400,64000,0.04400014877319336
450,64000,0.04595541954040527
500,64000,0.04500007629394531
550,64000,0.04499936103820801
600,64000,0.04499959945678711
650,64000,0.045999765396118164
700,64000,0.04695916175842285
750,64000,0.04500007629394531
800,64000,0.04799985885620117
850,64000,0.045000314712524414
900,64000,0.04600095748901367
950,64000,0.045000314712524414
400,66000,0.04799985885620117
450,66000,0.04899930953979492
500,66000,0.04800105094909668
550,66000,0.04599928855895996
600,66000,0.045999765396118164
650,66000,0.047959089279174805
700,66000,0.04700040817260742
750,66000,0.04699850082397461
800,66000,0.048999786376953125
850,66000,0.04600024223327637
900,66000,0.04899883270263672
950,66000,0.04699969291687012
400,68000,0.04700064659118652
450,68000,0.051000118255615234
500,68000,0.04800009727478027
550,68000,0.046998023986816406
600,68000,0.04700016975402832
650,68000,0.04904532432556152
700,68000,0.04900050163269043
750,68000,0.04899907112121582
800,68000,0.04700016975402832
850,68000,0.047998905181884766
900,68000,0.04999947547912598
950,68000,0.04699993133544922
400,70000,0.05200028419494629
450,70000,0.050000667572021484
500,70000,0.05000114440917969
550,70000,0.04999876022338867
600,70000,0.05200028419494629
650,70000,0.04999971389770508
700,70000,0.048999786376953125
750,70000,0.04999947547912598
800,70000,0.05099987983703613
850,70000,0.04900002479553223
900,70000,0.04899930953979492
950,70000,0.05300021171569824
400,72000,0.051999568939208984
450,72000,0.051000118255615234
500,72000,0.05099964141845703
550,72000,0.04999709129333496
600,72000,0.05300092697143555
650,72000,0.05499744415283203
700,72000,0.051999807357788086
750,72000,0.052954912185668945
800,72000,0.05199909210205078
850,72000,0.051000356674194336
900,72000,0.05099821090698242
950,72000,0.05200052261352539
400,74000,0.0559995174407959
450,74000,0.055999755859375
500,74000,0.05200004577636719
550,74000,0.05399799346923828
600,74000,0.0559995174407959
650,74000,0.05399751663208008
700,74000,0.05299997329711914
750,74000,0.05499982833862305
800,74000,0.0540006160736084
850,74000,0.05300021171569824
900,74000,0.05300021171569824
950,74000,0.051000118255615234
400,76000,0.057047367095947266
450,76000,0.059999942779541016
500,76000,0.05500030517578125
550,76000,0.05399894714355469
600,76000,0.05799984931945801
650,76000,0.054000139236450195
700,76000,0.05799984931945801
750,76000,0.057000160217285156
800,76000,0.05800986289978027
850,76000,0.05500030517578125
900,76000,0.05699944496154785
950,76000,0.05399942398071289
400,78000,0.05800008773803711
450,78000,0.05804753303527832
500,78000,0.05804038047790527
550,78000,0.057000160217285156
600,78000,0.05799674987792969
650,78000,0.055001258850097656
700,78000,0.0559992790222168
750,78000,0.05499982833862305
800,78000,0.054999351501464844
850,78000,0.056999921798706055
900,78000,0.055999755859375
950,78000,0.05699896812438965
400,80000,0.05899977684020996
450,80000,0.06100130081176758
500,80000,0.056999921798706055
550,80000,0.059000253677368164
600,80000,0.05699944496154785
650,80000,0.05750703811645508
700,80000,0.05699944496154785
750,80000,0.05999946594238281
800,80000,0.056999921798706055
850,80000,0.060975074768066406
900,80000,0.06100130081176758
950,80000,0.05800008773803711
400,82000,0.05900120735168457
450,82000,0.06199789047241211
500,82000,0.05900001525878906
550,82000,0.057999610900878906
600,82000,0.05899953842163086
650,82000,0.06199955940246582
700,82000,0.058999061584472656
750,82000,0.06099987030029297
800,82000,0.06000018119812012
850,82000,0.06299829483032227
900,82000,0.05999588966369629
950,82000,0.05699896812438965
400,84000,0.06299996376037598
450,84000,0.06200003623962402
500,84000,0.05999755859375
550,84000,0.06300020217895508
600,84000,0.06499981880187988
650,84000,0.05799984931945801
700,84000,0.06100296974182129
750,84000,0.06299996376037598
800,84000,0.06100010871887207
850,84000,0.06000185012817383
900,84000,0.06299924850463867
950,84000,0.06000208854675293
400,86000,0.0599977970123291
450,86000,0.06299996376037598
500,86000,0.06199765205383301
550,86000,0.06400012969970703
600,86000,0.06100010871887207
650,86000,0.06299972534179688
700,86000,0.062000274658203125
750,86000,0.06300044059753418
800,86000,0.06199979782104492
850,86000,0.06199955940246582
900,86000,0.06199979782104492
950,86000,0.06499886512756348
400,88000,0.06499886512756348
450,88000,0.06499934196472168
500,88000,0.06500029563903809
550,88000,0.06400012969970703
600,88000,0.06499934196472168
650,88000,0.06699728965759277
700,88000,0.06399965286254883
750,88000,0.06395339965820312
800,88000,0.0710000991821289
850,88000,0.06300091743469238
900,88000,0.06300044059753418
950,88000,0.06405496597290039
400,90000,0.06656885147094727
450,90000,0.0685567855834961
500,90000,0.06604814529418945
550,90000,0.06756162643432617
600,90000,0.06954383850097656
650,90000,0.0676121711730957
700,90000,0.06600069999694824
750,90000,0.06999826431274414
800,90000,0.06599998474121094
850,90000,0.06599974632263184
900,90000,0.0689995288848877
950,90000,0.06399273872375488
400,92000,0.06600093841552734
450,92000,0.06699991226196289
500,92000,0.06599998474121094
550,92000,0.06700015068054199
600,92000,0.06699848175048828
650,92000,0.06795549392700195
700,92000,0.06800079345703125
750,92000,0.06799983978271484
800,92000,0.07010889053344727
850,92000,0.06500077247619629
900,92000,0.06800007820129395
950,92000,0.06800150871276855
400,94000,0.06999945640563965
450,94000,0.0690007209777832
500,94000,0.06899857521057129
550,94000,0.06891894340515137
600,94000,0.07053613662719727
650,94000,0.06765103340148926
700,94000,0.06857156753540039
750,94000,0.07005739212036133
800,94000,0.07261896133422852
850,94000,0.069000244140625
900,94000,0.0670015811920166
950,94000,0.0670008659362793
400,96000,0.07300019264221191
450,96000,0.07000017166137695
500,96000,0.07000017166137695
550,96000,0.069000244140625
600,96000,0.07296109199523926
650,96000,0.07500004768371582
700,96000,0.0690009593963623
750,96000,0.06999969482421875
800,96000,0.06799936294555664
850,96000,0.06799983978271484
900,96000,0.06999993324279785
950,96000,0.06999969482421875
400,98000,0.07300138473510742
450,98000,0.07199978828430176
500,98000,0.06999945640563965
550,98000,0.07299971580505371
600,98000,0.07399988174438477
650,98000,0.07200026512145996
700,98000,0.07220458984375
750,98000,0.07153558731079102
800,98000,0.06958770751953125
850,98000,0.07264280319213867
900,98000,0.07137870788574219
950,98000,0.06904029846191406
400,100000,0.07800078392028809
450,100000,0.07599997520446777
500,100000,0.07800006866455078
550,100000,0.07600021362304688
600,100000,0.07200002670288086
650,100000,0.07300233840942383
700,100000,0.07499957084655762
750,100000,0.07300090789794922
800,100000,0.0770421028137207
850,100000,0.07399964332580566
900,100000,0.07199978828430176
950,100000,0.07800030708312988
