timestamp,origem,destino
2025-05-15 00:39:34,9747,1871
2025-05-15 02:37:23,5883,5222
2025-05-15 06:58:30,9253,6425
2025-05-15 08:02:12,6514,3253
2025-05-15 10:48:42,4116,7313
2025-05-15 11:32:37,3330,6878
2025-05-15 15:52:02,8711,5794
2025-05-15 18:50:26,210,8259
2025-05-15 22:56:17,66,5596
2025-05-16 02:25:54,596,9900
2025-05-16 05:33:39,2817,8103
2025-05-16 06:01:25,7265,1922
2025-05-16 13:44:17,8090,3360
2025-05-16 17:51:30,3880,3185
2025-05-16 21:22:32,1067,8329
2025-05-17 04:28:41,7434,5322
2025-05-17 08:27:38,4369,391
2025-05-17 10:20:14,1140,2674
2025-05-17 10:58:15,8067,1237
2025-05-17 15:06:46,4095,3473
2025-05-17 15:36:41,4791,1863
2025-05-17 17:25:51,6683,5286
2025-05-17 20:39:21,1944,7019
2025-05-17 23:08:18,7496,2369
2025-05-18 05:07:45,8667,3614
2025-05-18 08:03:00,9868,9090
2025-05-18 08:06:55,2566,1425
2025-05-18 08:39:12,5418,6629
2025-05-18 08:53:20,2793,1534
2025-05-18 12:31:29,3858,4533
2025-05-18 18:14:36,3893,9615
2025-05-18 20:07:22,6967,1237
2025-05-18 21:58:01,2568,4719
2025-05-18 22:27:05,8168,6101
2025-05-19 00:32:57,6504,2231
2025-05-19 00:58:56,4294,2569
2025-05-19 02:03:20,7271,9534
2025-05-19 07:36:13,3702,8387
2025-05-19 09:14:09,7038,2960
2025-05-19 09:56:17,8529,7141
2025-05-19 12:57:32,5252,3005
2025-05-19 13:28:49,3624,9001
2025-05-19 13:53:02,6642,3302
2025-05-19 23:35:15,5097,4185
2025-05-20 01:09:23,7868,8644
2025-05-20 02:12:39,3684,4910
2025-05-20 03:20:43,4454,8226
2025-05-20 04:29:37,5207,9513
2025-05-20 04:58:25,5836,117
2025-05-20 05:08:36,2688,5612
2025-05-20 06:56:46,6030,3453
2025-05-20 10:08:32,2427,7988
2025-05-20 10:35:37,3852,5186
2025-05-20 15:06:41,3932,3905
2025-05-20 17:42:25,4098,3500
2025-05-20 17:54:44,4824,299
2025-05-21 01:45:26,9596,6797
2025-05-21 02:36:51,6168,9796
2025-05-21 04:46:24,5541,8762
2025-05-21 06:35:53,9082,5138
2025-05-21 12:13:43,7448,4391
2025-05-21 14:06:26,2425,7262
2025-05-21 17:49:26,2174,92
2025-05-21 21:34:07,4730,4394
2025-05-21 23:56:24,411,9217
2025-05-22 03:20:14,3174,9456
2025-05-22 09:59:11,1695,8997
2025-05-23 01:36:20,7699,5778
2025-05-23 04:25:58,5556,4261
2025-05-23 12:15:42,4897,8024
2025-05-23 23:14:04,9540,4020
2025-05-24 04:34:57,1056,5906
2025-05-24 07:06:09,296,330
2025-05-24 07:42:35,6626,1694
2025-05-24 11:49:52,3984,6114
2025-05-24 12:47:51,8127,2102
2025-05-24 19:47:08,4961,2758
2025-05-25 01:51:33,5774,6827
2025-05-25 06:39:54,4070,351
2025-05-25 07:55:59,8832,463
2025-05-25 10:38:22,1454,8947
2025-05-25 11:52:16,8865,8027
2025-05-25 14:27:30,4941,813
